Age,City,Current Status,Do you own multiple profiles on Instagram?,Gender,Highest Education,Location (City Airport Code),Phone OS,State,Zone,"How many followers do you have on Instagram? (In case of multiple accounts, please mention the one with the maximum)",How many posts do you have on Instagram?,Latitude,Longitude,Time Spent on Facebook in last week (in minutes),Time Spent on Facebook in last weekend (in minutes),Time Spent on Instagram in last week (in minutes),Time Spent on Instagram in last weekend (in minutes),Time Spent on WhatsApp in last week (in minutes),Time Spent on WhatsApp in last weekend (in minutes),Total Facebook Usage,Total Instagram Usage,Total Social Media Usage,Total Week Usage,Total Weekend Usage,Total WhatsApp Usage
26,Bhavnagar,Working professional,No,Female,Graduation,BHU,iOs,Gujarat,Western,150,10,21.7645,72.1519,20,30,200,200,500,500,50,400,"1,450",720,730,"1,000"
23,Delhi,Student,No,Female,Graduation,DEL,Android,Delhi,Northern,637,89,28.651952,77.231495,90,30,600,200,840,155,120,800,"1,915","1,530",385,995
35,Mumbai,Sabbatical,No,Female,Graduation,BOM,Android,Maharashtra,Western,986,455,18.987807,72.836447,242,30,"1,245",180,994,210,272,"1,425","2,901","2,481",420,"1,204"
23,Delhi,Sabbatical,No,Female,Graduation,DEL,Android,Delhi,Northern,278,84,28.651952,77.231495,60,30,440,180,420,120,90,620,"1,250",920,330,540
25,Delhi,Working professional,Yes,Male,High School,DEL,iOs,Delhi,Northern,594,23,28.651952,77.231495,50,30,150,180,230,120,80,330,760,430,330,350
24,Bhubaneshwar,Student,No,Male,Graduation,BBI,Android,Odisha,Eastern,660,258,20.272411,85.833853,23,30,113,158,154,176,53,271,654,290,364,330
23,Indore,Working professional,No,Male,Graduation,IDR,Android,Madhya Pradesh,Central,400,10,22.717736,75.85859,100,30,200,150,600,360,130,350,"1,440",900,540,960
20,Delhi,Student,No,Male,Graduation,DEL,Android,Delhi,Northern,625,72,28.651952,77.231495,70,30,420,150,420,150,100,570,"1,240",910,330,570
29,Bengaluru,Working professional,No,Female,Post graduation,BLR,iOs,Karnataka,Southern,304,95,12.977063,77.587106,126,30,294,123,438,187,156,417,"1,198",858,340,625
25,Lucknow,Student,Yes,Male,Graduation,LKO,Android,Uttar Pradesh,Northern,654,34,26.839281,80.923133,60,30,420,120,"1,200",360,90,540,"2,190","1,680",510,"1,560"
27,Mumbai,Working professional,No,Male,Post graduation,BOM,Android,Maharashtra,Western,230,37,18.987807,72.836447,300,30,60,120,300,120,330,180,930,660,270,420
24,Mumbai,Student,No,Male,Post graduation,BOM,iOs,Maharashtra,Western,518,293,18.987807,72.836447,60,30,300,120,600,60,90,420,"1,170",960,210,660
24,Delhi,Working professional,No,Female,Graduation,DEL,Android,Delhi,Northern,560,58,28.651952,77.231495,40,30,440,118,421,221,70,558,"1,270",901,369,642
23,Mumbai,Student,No,Female,Graduation,BOM,Android,Maharashtra,Western,845,108,18.987807,72.836447,89,30,400,117,"1,141",438,119,517,"2,215","1,630",585,"1,579"
25,Delhi,Student,No,Male,Graduation,DEL,Android,Delhi,Northern,170,8,28.651952,77.231495,125,30,300,90,780,120,155,390,"1,445","1,205",240,900
21,Kolkata,Student,No,Female,Graduation,CCU,Android,West Bengal,Eastern,450,1,22.562627,88.363044,170,30,270,60,855,295,200,330,"1,680","1,295",385,"1,150"
23,Lucknow,Student,No,Female,Post graduation,LKO,Android,Uttar Pradesh,Northern,200,2,26.839281,80.923133,30,30,210,60,720,240,60,270,"1,290",960,330,960
57,Delhi,Sabbatical,No,Male,Graduation,DEL,Android,Delhi,Northern,28,0,28.651952,77.231495,50,30,100,50,200,100,80,150,530,350,180,300
74,Ahmedabad,Working professional,No,Female,Post graduation,AMD,Android,Gujarat,Western,10,2,23.025793,72.587265,300,30,290,50,280,70,330,340,"1,020",870,150,350
42,Kochi,Sabbatical,No,Female,High School,COK,Android,Kerala,Southern,109,0,9.947743,76.253802,60,30,120,45,200,30,90,165,485,380,105,230
25,Nainital,Student,No,Female,Post graduation,PGH,Android,Uttarakhand,Northern,423,28,29.3919,79.4542,65,30,70,30,350,120,95,100,665,485,180,470
25,Ahmedabad,Working professional,No,Male,Post graduation,AMD,iOs,Gujarat,Western,89,3,23.025793,72.587265,50,30,50,30,300,50,80,80,510,400,110,350
21,Bengaluru,Student,No,Male,Graduation,BLR,Android,Karnataka,Southern,100,0,12.977063,77.587106,60,30,10,30,10,30,90,40,170,80,90,40
25,Raipur,Working professional,No,Male,Graduation,RPR,Android,Chhattisgarh,Central,177,1,21.233333,81.633333,150,30,98,20,53,162,180,118,513,301,212,215
52,Ahmedabad,Working professional,No,Male,Graduation,AMD,Android,Gujarat,Western,173,13,23.025793,72.587265,40,30,20,15,90,45,70,35,240,150,90,135
50,Kolkata,Working professional,No,Male,Graduation,CCU,Android,West Bengal,Eastern,23,1,22.562627,88.363044,20,30,5,10,429,121,50,15,615,454,161,550
29,Kolkata,Working professional,No,Male,Post graduation,CCU,Android,West Bengal,Eastern,79,103,22.562627,88.363044,360,30,30,10,300,30,390,40,760,690,70,330
21,Ahmedabad,Student,No,Female,Graduation,AMD,Android,Gujarat,Western,0,0,23.025793,72.587265,30,30,0,0,"1,103",407,60,0,"1,570","1,133",437,"1,510"
31,Kolkata,Working professional,No,Male,Graduation,CCU,iOs,West Bengal,Eastern,204,4,22.562627,88.363044,10,30,0,0,360,60,40,0,460,370,90,420
26,Mumbai,Sabbatical,No,Male,Graduation,BOM,iOs,Maharashtra,Western,278,12,18.987807,72.836447,68,29,217,94,632,108,97,311,"1,148",917,231,740
29,Kolkata,Working professional,No,Male,Graduation,CCU,Android,West Bengal,Eastern,105,10,22.562627,88.363044,38,29,34,27,100,29,67,61,257,172,85,129
29,Kolkata,Working professional,No,Male,Post graduation,CCU,iOs,West Bengal,Eastern,0,0,22.562627,88.363044,68,29,32,13,542,326,97,45,"1,010",642,368,868
24,Rajkot,Student,No,Female,Graduation,RAJ,iOs,Gujarat,Western,567,43,22.291606,70.793217,47,28,988,501,903,435,75,"1,489","2,902","1,938",964,"1,338"
25,Delhi,Working professional,No,Male,Post graduation,DEL,iOs,Delhi,Northern,525,172,28.651952,77.231495,50,28,311,167,361,122,78,478,"1,039",722,317,483
22,Mumbai,Working professional,No,Male,Post graduation,BOM,Android,Maharashtra,Western,455,58,18.987807,72.836447,144,28,156,90,233,114,172,246,765,533,232,347
23,Delhi,Student,No,Male,Graduation,DEL,Android,Delhi,Northern,150,15,28.651952,77.231495,77,28,225,78,282,137,105,303,827,584,243,419
24,Jaipur,Working professional,No,Male,Post graduation,JAI,Android,Rajasthan,Northern,681,115,26.913312,75.787872,53,28,135,75,924,364,81,210,"1,579","1,112",467,"1,288"
23,Delhi,Student,No,Female,Graduation,DEL,Android,Delhi,Northern,244,30,28.651952,77.231495,32,28,349,54,745,250,60,403,"1,458","1,126",332,995
26,Indore,Working professional,No,Male,Graduation,IDR,Android,Madhya Pradesh,Central,278,18,22.717736,75.85859,45,28,89,45,378,110,73,134,695,512,183,488
54,Mumbai,Working professional,No,Male,Post graduation,BOM,Android,Maharashtra,Western,0,0,18.987807,72.836447,28,28,0,0,746,276,56,0,"1,078",774,304,"1,022"
24,Bhubaneshwar,Student,No,Male,Post graduation,BBI,iOs,Odisha,Eastern,566,207,20.272411,85.833853,50,27,637,292,525,326,77,929,"1,857","1,212",645,851
37,Delhi,Working professional,No,Male,Post graduation,DEL,iOs,Delhi,Northern,672,87,28.651952,77.231495,12,27,222,290,625,678,39,512,"1,854",859,995,"1,303"
24,Mangalore,Student,No,Female,Graduation,IXE,Android,Karnataka,Southern,345,17,12.865371,74.842432,111,27,147,42,330,91,138,189,748,588,160,421
25,Mumbai,Working professional,Yes,Male,Post graduation,BOM,Android,Maharashtra,Western,753,453,18.987807,72.836447,54,27,116,32,514,300,81,148,"1,043",684,359,814
25,Delhi,Working professional,No,Male,Graduation,DEL,Android,Delhi,Northern,139,87,28.651952,77.231495,35,26,664,459,369,146,61,"1,123","1,699","1,068",631,515
16,Delhi,Student,Yes,Female,High School,DEL,Android,Delhi,Northern,587,15,28.651952,77.231495,431,26,236,347,446,472,457,583,"1,958","1,113",845,918
21,Surat,Student,No,Female,Graduation,STV,Android,Gujarat,Western,652,121,21.195944,72.830232,65,26,590,290,"1,100",420,91,880,"2,491","1,755",736,"1,520"
23,Delhi,Sabbatical,No,Female,Graduation,DEL,Android,Delhi,Northern,260,123,28.651952,77.231495,57,26,544,279,320,108,83,823,"1,334",921,413,428
23,Delhi,Working professional,No,Male,Graduation,DEL,Android,Delhi,Northern,126,132,28.651952,77.231495,0,26,127,154,760,32,26,281,"1,099",887,212,792
24,Mumbai,Working professional,No,Female,Post graduation,BOM,Android,Maharashtra,Western,86,23,18.987807,72.836447,130,26,549,61,640,131,156,610,"1,537","1,319",218,771
23,Delhi,Working professional,No,Female,Graduation,DEL,Android,Delhi,Northern,689,167,28.651952,77.231495,50,25,800,500,"1,200",700,75,"1,300","3,275","2,050","1,225","1,900"
27,Mumbai,Working professional,Yes,Female,Post graduation,BOM,iOs,Maharashtra,Western,933,306,18.987807,72.836447,182,25,"1,206",360,"1,225",120,207,"1,566","3,118","2,613",505,"1,345"
21,Mumbai,Student,Yes,Male,Graduation,BOM,Android,Maharashtra,Western,"4,000",65,18.987807,72.836447,50,25,"1,000",300,"3,000","1,200",75,"1,300","5,575","4,050","1,525","4,200"
24,Ahmedabad,Student,No,Male,Graduation,AMD,Android,Gujarat,Western,"1,075",525,23.025793,72.587265,12,25,144,288,325,62,37,432,856,481,375,387
24,Kochi,Student,No,Female,Graduation,COK,Android,Kerala,Southern,345,76,9.947743,76.253802,60,25,"1,200",200,890,145,85,"1,400","2,520","2,150",370,"1,035"
22,Bagdogra,Student,Yes,Female,Graduation,IXB,Android,West Bengal,Eastern,185,85,26.6986,88.3117,72,25,673,191,"1,460",471,97,864,"2,892","2,205",687,"1,931"
27,Bhuj,Working professional,No,Male,Post graduation,BHJ,Android,Gujarat,Western,692,1,23.253972,69.669281,150,25,209,140,600,212,175,349,"1,336",959,377,812
22,Delhi,Working professional,No,Female,Post graduation,DEL,Android,Delhi,Northern,324,24,28.651952,77.231495,100,25,524,125,983,175,125,649,"1,932","1,607",325,"1,158"
24,Bhopal,Student,No,Male,Graduation,BHO,iOs,Madhya Pradesh,Central,456,32,23.254688,77.402892,90,25,210,55,"1,200",200,115,265,"1,780","1,500",280,"1,400"
48,Mumbai,Sabbatical,No,Female,Graduation,BOM,Android,Maharashtra,Western,71,2,18.987807,72.836447,15,25,45,10,60,35,40,55,190,120,70,95
45,Mumbai,Working professional,No,Male,Post graduation,BOM,Android,Maharashtra,Western,0,0,18.987807,72.836447,120,25,0,0,550,200,145,0,895,670,225,750
23,Ranchi,Student,No,Female,Graduation,IXR,iOs,Jharkhand,Eastern,"2,323",528,23.347768,85.338564,112,24,900,240,854,360,136,"1,140","2,490","1,866",624,"1,214"
26,Mumbai,Working professional,No,Female,Post graduation,BOM,Android,Maharashtra,Western,289,91,18.987807,72.836447,75,24,335,177,756,262,99,512,"1,629","1,166",463,"1,018"
24,Amritsar,Working professional,No,Male,Post graduation,ATQ,Android,Punjab,Northern,345,34,31.622337,74.875335,59,24,247,129,128,87,83,376,674,434,240,215
22,Mumbai,Working professional,No,Male,Graduation,BOM,iOs,Maharashtra,Western,481,48,18.987807,72.836447,137,24,674,110,306,96,161,784,"1,347","1,117",230,402
24,Mumbai,Student,No,Male,Post graduation,BOM,Android,Maharashtra,Western,534,101,18.987807,72.836447,24,24,457,88,"1,688",194,48,545,"2,475","2,169",306,"1,882"
35,Kolkata,Working professional,No,Female,Post graduation,CCU,Android,West Bengal,Eastern,150,26,22.562627,88.363044,260,24,59,13,783,125,284,72,"1,264","1,102",162,908
45,Ahmedabad,Working professional,No,Female,Post graduation,AMD,iOs,Gujarat,Western,0,0,23.025793,72.587265,28,24,0,0,167,84,52,0,303,195,108,251
50,Kolkata,Working professional,No,Male,Graduation,CCU,Android,West Bengal,Eastern,0,0,22.562627,88.363044,98,24,0,0,156,32,122,0,310,254,56,188
19,Delhi,Student,No,Female,High School,DEL,iOs,Delhi,Northern,"1,675",342,28.651952,77.231495,67,23,745,429,359,345,90,"1,174","1,968","1,171",797,704
24,Ahmedabad,Sabbatical,No,Male,Graduation,AMD,Android,Gujarat,Western,164,8,23.025793,72.587265,57,23,897,256,472,123,80,"1,153","1,828","1,426",402,595
34,Delhi,Sabbatical,Yes,Female,Post graduation,DEL,Android,Delhi,Northern,"14,213",710,28.651952,77.231495,44,23,349,217,320,234,67,566,"1,187",713,474,554
29,Mumbai,Working professional,No,Female,Graduation,BOM,Android,Maharashtra,Western,"1,050",218,18.987807,72.836447,20,23,552,179,418,519,43,731,"1,711",990,721,937
23,Surat,Student,No,Female,Graduation,STV,iOs,Gujarat,Western,470,59,21.195944,72.830232,34,23,430,105,649,78,57,535,"1,319","1,113",206,727
45,Mumbai,Working professional,No,Male,Post graduation,BOM,Android,Maharashtra,Western,276,65,18.987807,72.836447,84,23,67,89,348,87,107,156,698,499,199,435
24,Lucknow,Student,No,Male,Graduation,Lko,Android,Uttar Pradesh,Northern,245,68,26.839281,80.923133,129,23,286,78,531,208,152,364,"1,255",946,309,739
23,Delhi,Student,No,Male,Graduation,DEL,Android,Delhi,Northern,280,25,28.651952,77.231495,20,23,300,72,"2,700",480,43,372,"3,595","3,020",575,"3,180"
20,Surat,Student,No,Female,Graduation,STV,Android,Gujarat,Western,360,56,21.195944,72.830232,60,23,470,68,600,210,83,538,"1,431","1,130",301,810
42,Mumbai,Working professional,No,Female,Post graduation,BOM,iOs,Maharashtra,Western,299,3,18.987807,72.836447,124,23,34,38,386,138,147,72,743,544,199,524
40,Mumbai,Working professional,No,Male,Graduation,BOM,Android,Maharashtra,Western,0,0,18.987807,72.836447,57,23,0,0,876,129,80,0,"1,085",933,152,"1,005"
48,Indore,Working professional,No,Female,Post graduation,IDR,Android,Madhya Pradesh,Central,0,0,22.717736,75.85859,495,23,0,0,122,88,518,0,728,617,111,210
47,Delhi,Working professional,No,Female,Graduation,DEL,Android,Delhi,Northern,0,0,28.651952,77.231495,100,23,0,0,240,55,123,0,418,340,78,295
22,Jaipur,Student,No,Male,Post graduation,JAI,iOs,Rajasthan,Northern,342,94,26.913312,75.787872,22,22,759,291,387,112,44,"1,050","1,593","1,168",425,499
34,Bengaluru,Working professional,No,Female,Graduation,BLR,iOs,Karnataka,Southern,870,198,12.977063,77.587106,10,22,155,175,724,314,32,330,"1,400",889,511,"1,038"
21,Mumbai,Student,Yes,Male,Graduation,BOM,Android,Maharashtra,Western,595,130,18.987807,72.836447,62,22,358,130,671,109,84,488,"1,352","1,091",261,780
22,Delhi,Working professional,No,Female,Post graduation,DEL,iOs,Delhi,Northern,289,53,28.651952,77.231495,33,22,275,123,389,224,55,398,"1,066",697,369,613
25,Delhi,Student,No,Male,Post graduation,DEL,Android,Delhi,Northern,661,258,28.651952,77.231495,25,21,452,285,635,379,46,737,"1,797","1,112",685,"1,014"
26,Bengaluru,Working professional,No,Male,Graduation,BLR,Android,Karnataka,Southern,"2,032",99,12.977063,77.587106,54,21,475,190,975,390,75,665,"2,105","1,504",601,"1,365"
18,Delhi,Student,Yes,Male,Graduation,DEL,Android,Delhi,Northern,425,76,28.651952,77.231495,36,21,187,128,100,70,57,315,542,323,219,170
23,Ranchi,Working professional,Yes,Male,Graduation,IXR,Android,Jharkhand,Eastern,"1,219",145,23.347768,85.338564,57,21,226,51,360,137,78,277,852,643,209,497
18,Mumbai,Student,No,Female,High School,BOM,iOs,Maharashtra,Western,630,57,18.987807,72.836447,80,20,"4,870","2,560","5,800","2,450",100,"7,430","15,780","10,750","5,030","8,250"
26,Chennai,Working professional,Yes,Female,Graduation,MAA,iOs,Tamil Nadu,Southern,280,5,13.084622,80.248357,45,20,"5,689","1,560","7,000",295,65,"7,249","14,609","12,734","1,875","7,295"
25,Mumbai,Working professional,No,Female,Graduation,BOM,iOs,Maharashtra,Western,787,172,18.987807,72.836447,60,20,300,720,"1,800","1,200",80,"1,020","4,100","2,160","1,940","3,000"
18,Surat,Student,Yes,Male,High School,STV,Android,Gujarat,Western,600,68,21.195944,72.830232,100,20,"1,680",600,"1,260",480,120,"2,280","4,140","3,040","1,100","1,740"
22,Mumbai,Student,No,Female,Graduation,BOM,iOs,Maharashtra,Western,667,183,18.987807,72.836447,0,20,750,600,300,90,20,"1,350","1,760","1,050",710,390
38,Delhi,Sabbatical,No,Female,Post graduation,DEL,Android,Delhi,Northern,300,80,28.651952,77.231495,30,20,600,400,"1,000",700,50,"1,000","2,750","1,630","1,120","1,700"
19,Ahmedabad,Student,No,Male,High School,AMD,iOs,Gujarat,Western,607,47,23.025793,72.587265,60,20,"1,050",400,420,250,80,"1,450","2,200","1,530",670,670
21,Jaipur,Student,No,Female,Graduation,JAI,Android,Rajasthan,Northern,455,46,26.913312,75.787872,25,20,450,360,"1,040",540,45,810,"2,435","1,515",920,"1,580"
18,Mumbai,Student,No,Female,High School,BOM,Android,Maharashtra,Western,567,327,18.987807,72.836447,15,20,200,360,360,400,35,560,"1,355",575,780,760
16,Mumbai,Student,No,Female,High School,BOM,Android,Maharashtra,Western,976,256,18.987807,72.836447,80,20,"1,275",356,900,156,100,"1,631","2,787","2,255",532,"1,056"
20,Mumbai,Student,Yes,Female,High School,BOM,Android,Maharashtra,Western,"1,230",167,18.987807,72.836447,60,20,"1,224",338,595,125,80,"1,562","2,362","1,879",483,720
20,Delhi,Student,No,Female,Graduation,DEL,Android,Delhi,Northern,256,123,28.651952,77.231495,30,20,250,260,640,360,50,510,"1,560",920,640,"1,000"
21,Ahmedabad,Student,Yes,Male,Graduation,AMD,Android,Gujarat,Western,"3,422",202,23.025793,72.587265,200,20,240,240,120,200,220,480,"1,020",560,460,320
24,Bengaluru,Working professional,Yes,Female,Graduation,BLR,iOs,Karnataka,Southern,"1,870",114,12.977063,77.587106,54,20,648,240,219,93,74,888,"1,274",921,353,312
18,DehraDun,Student,No,Male,Post graduation,DED,Android,Uttarakhand,Northern,250,1,30.324427,78.033922,280,20,490,200,720,120,300,690,"1,830","1,490",340,840
24,Bengaluru,Student,No,Male,Graduation,BLR,Android,Karnataka,Southern,257,14,12.977063,77.587106,90,20,492,187,783,258,110,679,"1,830","1,365",465,"1,041"
25,Mumbai,Sabbatical,Yes,Male,Graduation,BOM,iOs,Maharashtra,Western,687,197,18.987807,72.836447,56,20,973,182,"1,065",176,76,"1,155","2,472","2,094",378,"1,241"
24,Kochi,Working professional,No,Female,Graduation,COK,Android,Kerala,Southern,390,50,9.947743,76.253802,50,20,300,180,"2,000",459,70,480,"3,009","2,350",659,"2,459"
24,Kolkata,Student,Yes,Male,Graduation,CCU,Android,West Bengal,Eastern,533,270,22.562627,88.363044,60,20,420,150,"4,200",840,80,570,"5,690","4,680","1,010","5,040"
24,Delhi,Working professional,No,Male,Graduation,DEL,Android,Delhi,Northern,370,35,28.651952,77.231495,100,20,250,150,"1,200",400,120,400,"2,120","1,550",570,"1,600"
24,Mumbai,Student,No,Female,Post graduation,BOM,Android,Maharashtra,Western,456,21,18.987807,72.836447,40,20,525,150,420,120,60,675,"1,275",985,290,540
19,Delhi,Student,No,Male,Graduation,DEL,Android,Delhi,Northern,657,9,28.651952,77.231495,70,20,498,136,287,119,90,634,"1,130",855,275,406
28,Patna,Working professional,No,Female,Graduation,PAT,Android,Bihar,Eastern,"1,203",96,25.615379,85.101027,25,20,106,134,623,227,45,240,"1,135",754,381,850
16,Delhi,Student,No,Male,High School,DEL,Android,Delhi,Northern,289,15,28.651952,77.231495,75,20,456,125,689,100,95,581,"1,465","1,220",245,789
25,Delhi,Student,Yes,Female,Graduation,DEL,Android,Delhi,Northern,"1,378",278,28.651952,77.231495,0,20,300,120,"1,800","1,200",20,420,"3,440","2,100","1,340","3,000"
25,Mumbai,Working professional,No,Female,Graduation,BOM,iOs,Maharashtra,Western,430,262,18.987807,72.836447,35,20,300,120,"1,200",600,55,420,"2,275","1,535",740,"1,800"
28,Jaipur,Student,No,Male,Post graduation,JAI,Android,Rajasthan,Northern,297,6,26.913312,75.787872,120,20,900,120,"2,400",360,140,"1,020","3,920","3,420",500,"2,760"
24,Delhi,Working professional,Yes,Male,Graduation,DEL,Android,Delhi,Northern,500,48,28.651952,77.231495,39,20,90,120,200,75,59,210,544,329,215,275
24,Kolkata,Working professional,No,Male,Graduation,Ccu,iOs,West Bengal,Eastern,500,26,22.562627,88.363044,120,20,120,120,"4,500",50,140,240,"4,930","4,740",190,"4,550"
20,Mumbai,Student,No,Female,Graduation,BOM,iOs,Maharashtra,Western,600,95,18.987807,72.836447,20,20,350,110,280,80,40,460,860,650,210,360
25,Pune,Working professional,Yes,Male,Graduation,PNQ,Android,Maharashtra,Western,510,145,18.513271,73.849852,180,20,960,100,480,90,200,"1,060","1,830","1,620",210,570
20,Pune,Student,No,Female,Graduation,PNQ,iOs,Maharashtra,Western,583,45,18.513271,73.849852,0,20,150,90,"1,200",900,20,240,"2,360","1,350","1,010","2,100"
27,Delhi,Sabbatical,No,Male,Graduation,DEL,Android,Delhi,Northern,790,150,28.651952,77.231495,20,20,90,90,600,45,40,180,865,710,155,645
21,Delhi,Student,Yes,Male,Graduation,DEL,Android,Delhi,Northern,131,61,28.651952,77.231495,100,20,300,80,200,80,120,380,780,600,180,280
28,Chandigarh,Sabbatical,Yes,Male,Post graduation,IXC,Android,Chandigarh,Northern,900,160,30.736292,76.788398,130,20,190,70,300,120,150,260,830,620,210,420
22,Baroda,Working professional,No,Male,Graduation,BDQ,Android,Gujarat,Western,136,1,22.3072,73.1812,23,20,147,62,85,38,43,209,375,255,120,123
26,Pune,Student,No,Male,Post graduation,PNQ,Android,Maharashtra,Western,540,14,18.513271,73.849852,40,20,75,58,720,450,60,133,"1,363",835,528,"1,170"
24,Delhi,Working professional,No,Male,Graduation,DEL,iOs,Delhi,Northern,126,29,28.651952,77.231495,60,20,202,58,550,200,80,260,"1,090",812,278,750
25,Kolkata,Working professional,No,Male,Graduation,CCU,Android,West Bengal,Eastern,220,85,22.562627,88.363044,50,20,120,50,600,250,70,170,"1,090",770,320,850
25,Bengaluru,Working professional,No,Male,Graduation,BLR,Android,Karnataka,Southern,329,31,12.977063,77.587106,67,20,286,47,232,56,87,333,708,585,123,288
25,Bengaluru,Working professional,No,Male,Graduation,BLR,Android,Karnataka,Southern,329,31,12.977063,77.587106,67,20,286,47,232,56,87,333,708,585,123,288
25,Mumbai,Student,Yes,Male,Post graduation,BOM,Android,Maharashtra,Western,"1,000",205,18.987807,72.836447,24,20,180,45,"2,700","1,040",44,225,"4,009","2,904","1,105","3,740"
23,Mumbai,Working professional,No,Male,Graduation,BOM,iOs,Maharashtra,Western,45,15,18.987807,72.836447,10,20,60,45,240,360,30,105,735,310,425,600
21,Lucknow,Student,No,Male,Graduation,LKO,iOs,Uttar Pradesh,Northern,198,7,26.839281,80.923133,75,20,120,45,350,148,95,165,758,545,213,498
26,Chennai,Working professional,No,Male,Graduation,MAA,Android,Tamil Nadu,Southern,200,20,13.084622,80.248357,100,20,80,40,"1,200",500,120,120,"1,940","1,380",560,"1,700"
24,Nainital,Student,Yes,Female,Post graduation,PGH,Android,Uttarakhand,Northern,"2,691",171,29.3919,79.4542,30,20,283,30,"2,640",768,50,313,"3,771","2,953",818,"3,408"
30,Mumbai,Working professional,No,Female,Post graduation,BOM,iOs,Maharashtra,Western,678,105,18.987807,72.836447,10,20,20,30,360,400,30,50,840,390,450,760
29,Bengaluru,Working professional,No,Male,Post graduation,BLR,iOs,Karnataka,Southern,412,16,12.977063,77.587106,80,20,180,30,170,0,100,210,480,430,50,170
21,Ahmedabad,Student,Yes,Male,Graduation,AMD,Android,Gujarat,Western,600,125,23.025793,72.587265,60,20,120,21,300,84,80,141,605,480,125,384
24,Kolkata,Working professional,No,Male,Post graduation,Ccu,Android,West Bengal,Eastern,240,90,22.562627,88.363044,240,20,200,20,"3,600",500,260,220,"4,580","4,040",540,"4,100"
50,Kochi,Working professional,No,Male,High School,COK,Android,Kerala,Southern,157,0,9.947743,76.253802,20,20,30,20,210,60,40,50,360,260,100,270
29,Ahmedabad,Working professional,No,Male,Post graduation,AMD,iOs,Gujarat,Western,334,53,23.025793,72.587265,40,20,15,20,100,20,60,35,215,155,60,120
51,Chandigarh,Working professional,No,Female,Post graduation,IXC,Android,Chandigarh,Northern,129,119,30.736292,76.788398,119,20,79,11,662,166,139,90,"1,057",860,197,828
45,Mumbai,Working professional,No,Male,Post graduation,BOM,iOs,Maharashtra,Western,25,5,18.987807,72.836447,10,20,20,10,60,45,30,30,165,90,75,105
47,Ahmedabad,Working professional,No,Male,Graduation,AMD,iOs,Gujarat,Western,145,2,23.025793,72.587265,0,20,0,0,120,120,20,0,260,120,140,240
36,Ahmedabad,Working professional,No,Male,Graduation,AMD,iOs,Gujarat,Western,113,2,23.025793,72.587265,0,20,0,0,200,60,20,0,280,200,80,260
47,Pathankot,Working professional,No,Male,Graduation,IXP,Android,Punjab,Northern,0,0,32.274842,75.652865,0,20,0,0,150,40,20,0,210,150,60,190
25,Delhi,Working professional,No,Male,Post graduation,DEL,Android,Delhi,Northern,0,0,28.651952,77.231495,75,20,0,0,150,30,95,0,275,225,50,180
28,Mumbai,Working professional,No,Female,Post graduation,BOM,Android,Maharashtra,Western,0,0,18.987807,72.836447,30,20,45,0,45,15,50,45,155,120,35,60
22,Chennai,Working professional,Yes,Female,Graduation,MAA,Android,Tamil Nadu,Southern,"2,297",170,13.084622,80.248357,46,19,840,360,240,80,65,"1,200","1,585","1,126",459,320
20,Mumbai,Student,No,Male,Graduation,BOM,Android,Maharashtra,Western,364,10,18.987807,72.836447,54,19,812,278,670,223,73,"1,090","2,056","1,536",520,893
21,Lucknow,Working professional,No,Male,Graduation,LKO,Android,Uttar Pradesh,Northern,491,38,26.839281,80.923133,47,19,439,197,868,472,66,636,"2,042","1,354",688,"1,340"
25,Delhi,Working professional,No,Male,Graduation,DEL,iOs,Delhi,Northern,964,733,28.651952,77.231495,37,19,186,197,176,158,56,383,773,399,374,334
22,Delhi,Working professional,No,Female,Graduation,DEL,iOs,Delhi,Northern,"1,723",169,28.651952,77.231495,26,19,0,160,"1,576",76,45,160,"1,857","1,602",255,"1,652"
24,Durgapur,Working professional,No,Female,Graduation,RDP,iOs,WEST BENGAL,Eastern,300,55,23.5204443,87.3119227,34,19,266,117,425,150,53,383,"1,011",725,286,575
23,Mumbai,Working professional,Yes,Female,Graduation,BOM,iOs,Maharashtra,Western,159,155,18.987807,72.836447,31,19,56,47,77,97,50,103,327,164,163,174
24,Patna,Sabbatical,No,Male,Graduation,PAT,Android,Bihar,Eastern,178,45,25.615379,85.101027,23,18,321,512,210,211,41,833,"1,295",554,741,421
22,Mumbai,Student,Yes,Male,Post graduation,BOM,Android,Maharashtra,Western,456,108,18.987807,72.836447,126,18,717,214,"2,083",527,144,931,"3,685","2,926",759,"2,610"
23,Bhopal,Student,Yes,Male,Post graduation,BHO,iOs,Madhya Pradesh,Central,"1,104",157,23.254688,77.402892,52,18,492,88,564,78,70,580,"1,292","1,108",184,642
23,Surat,Student,No,Male,Graduation,STV,Android,Gujarat,Western,918,23,21.195944,72.830232,60,18,210,60,900,360,78,270,"1,608","1,170",438,"1,260"
35,Delhi,Working professional,No,Female,Post graduation,DEL,iOs,Delhi,Northern,285,17,28.651952,77.231495,29,18,274,29,728,98,47,303,"1,176","1,031",145,826
44,Bengaluru,Working professional,No,Male,Post graduation,BLR,iOs,Karnataka,Southern,136,23,12.977063,77.587106,78,18,56,21,298,295,96,77,766,432,334,593
22,Indore,Working professional,No,Male,Graduation,Idr,Android,Madhya Pradesh,Central,0,150,22.717736,75.85859,39,18,0,0,98,40,57,0,195,137,58,138
